add-none,1,100,200,89847,449,0
add-none,2,100,400,90936,227,0
add-none,3,100,600,126837,211,0
add-none,4,100,800,129883,162,0
add-none,5,100,1000,198592,198,0
add-none,6,100,1200,188908,157,0
add-none,7,100,1400,232650,166,0
add-none,8,100,1600,195930,122,0
add-none,9,100,1800,290504,161,0
add-none,10,100,2000,266858,133,0
add-none,1,1000,2000,80275,40,0
add-none,2,1000,4000,103903,25,0
add-none,3,1000,6000,123264,20,0
add-none,4,1000,8000,150107,18,0
add-none,5,1000,10000,193192,19,139
add-none,6,1000,12000,192840,16,352
add-none,7,1000,14000,228678,16,0
add-none,8,1000,16000,287120,17,0
add-none,9,1000,18000,307855,17,0
add-none,10,1000,20000,278496,13,1662
add-none,1,10000,20000,182369,9,0
add-none,2,10000,40000,439147,10,0
add-none,3,10000,60000,503264,8,-7419
add-none,4,10000,80000,695950,8,-5111
add-none,5,10000,100000,827236,8,2320
add-none,6,10000,120000,1089105,9,3297
add-none,7,10000,140000,1097157,7,4106
add-none,8,10000,160000,1351759,8,9683
add-none,9,10000,180000,1491844,8,1787
add-none,10,10000,200000,1807234,9,5249
add-none,1,100000,200000,1181873,5,0
add-none,2,100000,400000,3331664,8,-10796
add-none,3,100000,600000,6026826,10,-11498
add-none,4,100000,800000,6340073,7,-140375
add-none,5,100000,1000000,9037439,9,-49254
add-none,6,100000,1200000,10006780,8,164786
add-none,7,100000,1400000,12720863,9,-123380
add-none,8,100000,1600000,14931543,9,-115821
add-none,9,100000,1800000,16252286,9,-114722
add-none,10,100000,2000000,22419286,11,-68604
